source,destination,mode,cost,duration_hours,distance_km
Salem,Darbhanga,flight,6179,3.28,1804.2
Salem,Satara,flight,3469,1.17,804.2
Salem,Proddatur,train,232,4.08,345.9
Salem,Kollam,train,224,4.48,350.8
Salem,Kollam,flight,1816,0.48,350.8
Salem,Ambala,flight,6586,2.77,2085.7
Salem,Siliguri,flight,7466,3.42,1988.7
Salem,Rohtak,flight,7505,3.65,1922.7
Salem,Etawah,flight,5399,2.57,1683.9
Salem,Orai,flight,5959,2.81,1599.0
Salem,Haldwani,flight,7661,3.44,1957.1
Salem,Muzaffarpur,flight,6954,3.61,1777.8
Salem,Ramagundam,train,450,10.1,805.1
Salem,Baripada,train,713,21.84,1461.4
Salem,Baripada,flight,5877,2.71,1461.4
Salem,Tezpur,flight,7014,5.0,2263.7
Salem,Korba,train,691,15.25,1285.5
Salem,Korba,flight,4790,2.51,1285.5
Salem,Nagapattinam,train,148,2.47,209.9
Salem,Mahbubnagar,train,359,6.87,564.9
Salem,Buxar,flight,6271,2.2,1670.2
Salem,Sagar,flight,5242,2.6,1355.2
Salem,Chittoor,train,158,2.8,201.4
Salem,Arrah,flight,5880,3.03,1690.2
Salem,Bharuch,flight,4625,2.07,1242.6
Salem,Balasore,flight,4684,2.18,1437.9
Salem,Jalgaon,flight,4005,1.75,1074.8
Salem,Palakkad,train,136,3.4,189.7
Salem,Unnao,flight,6392,2.24,1671.8
Salem,Bilaspur,flight,4475,2.68,1233.4
Warangal,Mumbai,train,428,10.29,718.7
Warangal,Mumbai,flight,3086,0.95,718.7
Warangal,Delhi,flight,4414,1.69,1220.4
Warangal,Bengaluru,train,353,8.14,595.5
Warangal,Bengaluru,flight,2818,1.24,595.5
Warangal,Kolkata,flight,3685,1.47,1047.9
Warangal,Chennai,flight,2660,0.77,548.1
Warangal,Hyderabad,train,127,1.93,134.1
Warangal,Pune,train,382,7.14,609.0
Warangal,Ahmedabad,flight,3779,1.69,922.1
Warangal,Jaipur,train,585,12.03,1068.4
Warangal,Jaipur,flight,4222,2.24,1068.4
Warangal,Surat,train,407,13.33,792.8
Warangal,Lucknow,flight,3546,1.26,996.9
Warangal,Kanpur,train,543,12.8,946.1
Warangal,Nagpur,train,219,5.16,357.2
Warangal,Nagpur,flight,1904,0.77,357.2
Warangal,Indore,train,398,14.5,656.3
Warangal,Thane,train,397,11.11,710.9
Warangal,Bhopal,train,329,8.11,630.6
Warangal,Bhopal,flight,2902,0.79,630.6
Warangal,Visakhapatnam,train,260,4.61,384.9
Warangal,Pimpri-Chinchwad,train,343,12.04,616.1
Warangal,Patna,train,599,11.99,1022.6
Warangal,Vadodara,train,459,9.72,825.0
Warangal,Ghaziabad,flight,4637,1.77,1209.6
Warangal,Ludhiana,flight,5422,3.0,1486.6
Warangal,Agra,flight,3738,1.4,1036.7
Warangal,Nashik,train,359,10.73,650.6
Warangal,Nashik,flight,3073,0.88,650.6
Warangal,Faridabad,train,699,23.71,1183.9
Warangal,Meerut,flight,4077,2.12,1239.8
Warangal,Rajkot,flight,4124,1.91,1036.4
Warangal,Kalyan,train,396,7.82,695.6
Warangal,Kalyan,flight,3096,1.41,695.6
Warangal,Vasai-Virar,train,385,9.8,728.8
Warangal,Vasai-Virar,flight,3145,1.53,728.8
Warangal,Varanasi,train,520,13.18,888.5
Warangal,Srinagar,flight,6929,3.12,1854.2
Warangal,Dhanbad,train,557,13.55,961.0
Warangal,Jodhpur,train,669,12.77,1141.3
Warangal,Jodhpur,flight,4482,1.53,1141.3
Warangal,Amritsar,flight,6140,3.53,1591.9
Warangal,Nanded,train,172,4.24,273.4
Warangal,Gwalior,train,556,11.06,928.7
Warangal,Gwalior,flight,3985,1.29,928.7
Warangal,Kolhapur,train,370,9.75,585.0
Warangal,Kolhapur,flight,2409,0.79,585.0
Warangal,Bhubaneswar,train,442,9.13,703.7
Warangal,Solapur,train,240,5.04,391.9
Warangal,Mangalore,flight,2982,0.97,757.4
Warangal,Tiruchirappalli,flight,3625,1.03,803.9
Warangal,BiharSharif,train,609,18.53,1010.5
Warangal,Aligarh,train,550,13.09,1114.7
Warangal,Aligarh,flight,3949,1.47,1114.7
Warangal,Tirunelveli,flight,4264,1.71,1048.1
Warangal,Bhiwandi,train,403,11.13,703.7
Warangal,Bhiwandi,flight,2823,0.93,703.7
Warangal,Saharanpur,flight,4774,1.7,1349.8
Warangal,Gorakhpur,train,583,12.12,1051.8
Warangal,Gorakhpur,flight,3670,1.53,1051.8
Warangal,Jalandhar,flight,6178,2.65,1539.4
Warangal,Jamshedpur,train,512,13.99,873.6
Warangal,Salem,train,401,11.38,718.1
Warangal,Mira-Bhayandar,train,395,12.22,725.0
Warangal,Thiruvananthapuram,flight,4323,2.16,1088.8
Warangal,Bhilai,train,240,6.83,406.6
Warangal,Ujjain,flight,2865,0.91,702.0
Warangal,Durgapur,flight,4235,1.3,1012.1
Warangal,Asansol,flight,3552,1.76,994.2
Warangal,Rourkela,train,428,10.08,727.4
Warangal,Nellore,train,258,6.86,394.3
Warangal,Dehradun,flight,4618,2.93,1382.1
Warangal,Davanagere,train,358,6.14,552.8
Warangal,Kozhikode,flight,3633,1.23,851.4
Warangal,Akola,train,279,8.13,407.4
Warangal,Kurnool,train,184,3.32,290.0
Warangal,Kurnool,flight,1553,0.37,290.0
Warangal,Nizamabad,train,148,2.25,176.6
Warangal,Guntur,train,161,3.97,205.4
Warangal,Amravati,train,235,6.21,381.3
Warangal,Kakinada,train,203,4.8,301.8
Warangal,Tirupati,train,305,6.85,483.0
Warangal,Tirupati,flight,2210,0.92,483.0
Warangal,Puri,flight,2590,1.08,687.4
Warangal,Shimoga,train,337,10.68,622.0
Warangal,Ongole,train,176,5.23,278.2
Warangal,Ongole,flight,1628,0.51,278.2
Warangal,Bathinda,flight,5209,2.22,1440.3
Warangal,Darbhanga,flight,4079,1.69,1117.4
Warangal,Satara,flight,2356,0.93,593.7
Warangal,Proddatur,train,258,6.48,374.9
Warangal,Kollam,flight,3717,1.74,1059.3
Warangal,Ambala,train,821,26.35,1409.0
Warangal,Siliguri,flight,5067,1.71,1329.4
Warangal,Rohtak,flight,4580,1.62,1252.5
Warangal,Etawah,flight,3524,2.04,982.2
Warangal,Orai,flight,3129,1.96,892.1
Warangal,Haldwani,flight,4592,1.61,1251.0
Warangal,Muzaffarpur,flight,4233,1.74,1085.2
Warangal,Ramagundam,train,86,1.44,89.8
Warangal,Baripada,train,489,15.83,867.0
Warangal,Tezpur,flight,6421,2.58,1664.1
Warangal,Korba,flight,2521,0.74,588.7
Warangal,Nagapattinam,flight,3651,1.54,800.7
Warangal,Mahbubnagar,train,150,3.72,218.6
Warangal,Buxar,train,562,18.53,967.6
Warangal,Sagar,train,410,9.85,658.7
Warangal,Sagar,flight,2951,0.89,658.7
Warangal,Chittoor,train,285,7.3,531.0
Warangal,Arrah,train,544,17.46,993.2
Warangal,Arrah,flight,3592,1.81,993.2
Warangal,Bharuch,flight,3336,1.18,803.6
Warangal,Balasore,flight,3823,1.78,861.9
Warangal,Jalgaon,train,348,9.33,541.0
Warangal,Jalgaon,flight,2409,0.97,541.0
Warangal,Palakkad,train,472,10.93,859.0
Warangal,Palakkad,flight,3754,1.67,859.0
Warangal,Unnao,train,505,17.52,957.1
Warangal,Bilaspur,flight,2355,1.11,528.8
Mira-Bhayandar,Mumbai,train,67,0.46,22.8
Mira-Bhayandar,Delhi,flight,4132,1.61,1133.1
Mira-Bhayandar,Bengaluru,flight,3815,1.71,864.9
Mira-Bhayandar,Kolkata,flight,5208,3.1,1651.0
Mira-Bhayandar,Chennai,flight,3997,2.26,1049.4
Mira-Bhayandar,Hyderabad,train,402,12.41,630.7
Mira-Bhayandar,Pune,train,120,1.51,135.1
Mira-Bhayandar,Ahmedabad,train,252,4.82,417.2
Mira-Bhayandar,Jaipur,train,458,18.37,900.1
Mira-Bhayandar,Surat,train,157,3.17,210.2
Mira-Bhayandar,Lucknow,flight,4122,2.17,1179.7
Mira-Bhayandar,Kanpur,flight,4646,1.7,1105.2
Mira-Bhayandar,Nagpur,flight,2712,0.93,682.7
Mira-Bhayandar,Indore,train,291,9.01,493.5
Mira-Bhayandar,Indore,flight,2119,0.67,493.5
Mira-Bhayandar,Thane,train,55,0.28,14.7
Mira-Bhayandar,Bhopal,train,398,14.2,647.2
Mira-Bhayandar,Visakhapatnam,flight,4524,2.26,1107.1
Mira-Bhayandar,Pimpri-Chinchwad,train,100,1.46,122.9
Mira-Bhayandar,Patna,flight,5005,2.2,1443.4
Mira-Bhayandar,Vadodara,train,230,5.22,338.4
Mira-Bhayandar,Vadodara,flight,1828,0.5,338.4
Mira-Bhayandar,Ghaziabad,flight,4152,2.02,1143.6
Mira-Bhayandar,Ludhiana,flight,4871,2.08,1327.0
Mira-Bhayandar,Agra,flight,3597,2.09,1023.6
Mira-Bhayandar,Nashik,train,115,1.52,126.4
Mira-Bhayandar,Faridabad,flight,4211,2.43,1111.7
Mira-Bhayandar,Meerut,train,703,23.53,1185.8
Mira-Bhayandar,Meerut,flight,4744,2.12,1185.8
Mira-Bhayandar,Rajkot,train,255,6.1,398.2
Mira-Bhayandar,Rajkot,flight,2230,0.78,398.2
Mira-Bhayandar,Kalyan,train,61,0.41,29.3
Mira-Bhayandar,Vasai-Virar,train,54,0.21,12.5
Mira-Bhayandar,Varanasi,flight,5187,1.74,1238.1
Mira-Bhayandar,Srinagar,flight,6301,3.11,1657.3
Mira-Bhayandar,Dhanbad,flight,5131,2.0,1490.4
Mira-Bhayandar,Jodhpur,train,435,11.94,774.0
Mira-Bhayandar,Jodhpur,flight,2913,1.45,774.0
Mira-Bhayandar,Amritsar,flight,4727,2.99,1388.5
Mira-Bhayandar,Nanded,flight,2282,0.8,469.2
Mira-Bhayandar,Gwalior,train,475,16.11,945.1
Mira-Bhayandar,Kolhapur,train,231,3.74,321.9
Mira-Bhayandar,Bhubaneswar,flight,5205,2.78,1361.4
Mira-Bhayandar,Solapur,train,229,4.13,368.9
Mira-Bhayandar,Mangalore,train,408,9.42,739.4
Mira-Bhayandar,Tiruchirappalli,train,577,18.12,1133.5
Mira-Bhayandar,Tiruchirappalli,flight,4225,1.92,1133.5
Mira-Bhayandar,BiharSharif,flight,4770,2.45,1459.2
Mira-Bhayandar,Aligarh,flight,4122,2.09,1096.3
Mira-Bhayandar,Tirunelveli,flight,5051,2.23,1288.0
Mira-Bhayandar,Bhiwandi,train,55,0.29,21.7
Mira-Bhayandar,Saharanpur,flight,5127,2.37,1278.8
Mira-Bhayandar,Gorakhpur,flight,4726,2.26,1359.4
Mira-Bhayandar,Jalandhar,flight,4490,1.91,1367.0
Mira-Bhayandar,Jamshedpur,flight,5803,2.62,1439.0
Mira-Bhayandar,Salem,flight,4075,1.95,1018.9
Mira-Bhayandar,Warangal,train,445,8.39,725.0
Mira-Bhayandar,Warangal,flight,3382,1.44,725.0
Mira-Bhayandar,Thiruvananthapuram,flight,5306,1.83,1274.3
Mira-Bhayandar,Bhilai,train,538,12.74,919.5
Mira-Bhayandar,Bhilai,flight,3530,1.65,919.5
Mira-Bhayandar,Ujjain,train,310,5.96,529.4
Mira-Bhayandar,Durgapur,flight,4975,1.97,1568.3
Mira-Bhayandar,Asansol,flight,6214,3.33,1538.2
Mira-Bhayandar,Rourkela,flight,4529,2.37,1290.4
Mira-Bhayandar,Nellore,flight,3549,1.17,930.0
Mira-Bhayandar,Dehradun,flight,4776,2.66,1333.4
Mira-Bhayandar,Davanagere,flight,3061,1.19,627.0
Mira-Bhayandar,Kozhikode,train,537,18.29,945.4
Mira-Bhayandar,Kozhikode,flight,3922,1.3,945.4
Mira-Bhayandar,Akola,train,297,9.34,461.8
Mira-Bhayandar,Kurnool,train,369,13.06,670.2
Mira-Bhayandar,Nizamabad,train,321,7.31,555.1
Mira-Bhayandar,Nizamabad,flight,2662,1.14,555.1
Mira-Bhayandar,Guntur,flight,3637,1.57,868.0
Mira-Bhayandar,Amravati,flight,2644,0.73,545.1
Mira-Bhayandar,Kakinada,flight,3509,1.77,1024.6
Mira-Bhayandar,Tirupati,train,560,15.4,940.4
Mira-Bhayandar,Tirupati,flight,3357,1.35,940.4
Mira-Bhayandar,Puri,flight,5185,2.81,1360.8
Mira-Bhayandar,Shimoga,train,378,12.04,661.4
Mira-Bhayandar,Ongole,flight,3785,1.84,871.1
Mira-Bhayandar,Bathinda,flight,4653,1.88,1233.6
Mira-Bhayandar,Darbhanga,flight,5412,2.31,1538.9
Mira-Bhayandar,Satara,train,156,2.86,214.6
Mira-Bhayandar,Proddatur,train,441,8.8,787.5
Mira-Bhayandar,Kollam,flight,4167,2.58,1223.8
Mira-Bhayandar,Ambala,flight,4340,2.41,1295.7
Mira-Bhayandar,Siliguri,flight,5832,3.16,1793.3
Mira-Bhayandar,Rohtak,flight,4337,1.98,1134.8
Mira-Bhayandar,Etawah,train,563,16.22,1045.5
Mira-Bhayandar,Etawah,flight,3961,1.59,1045.5
Mira-Bhayandar,Orai,train,550,19.31,1007.8
Mira-Bhayandar,Haldwani,flight,4897,1.69,1294.3
Mira-Bhayandar,Muzaffarpur,flight,5146,2.17,1492.8
Mira-Bhayandar,Ramagundam,train,385,8.52,706.9
Mira-Bhayandar,Baripada,flight,5689,1.95,1475.0
Mira-Bhayandar,Tezpur,flight,8386,3.33,2196.3
Mira-Bhayandar,Korba,train,546,15.83,1083.7
Mira-Bhayandar,Nagapattinam,flight,4184,1.53,1207.0
Mira-Bhayandar,Mahbubnagar,train,335,9.97,611.5
Mira-Bhayandar,Buxar,flight,5062,1.97,1356.1
Mira-Bhayandar,Sagar,flight,2972,1.22,791.8
Mira-Bhayandar,Chittoor,train,512,20.57,947.9
Mira-Bhayandar,Chittoor,flight,4163,1.66,947.9
Mira-Bhayandar,Arrah,flight,4992,1.88,1399.8
Mira-Bhayandar,Bharuch,train,193,3.42,270.2
Mira-Bhayandar,Balasore,flight,5256,1.87,1487.2
Mira-Bhayandar,Jalgaon,train,213,6.64,341.9
Mira-Bhayandar,Jalgaon,flight,2082,0.48,341.9
Mira-Bhayandar,Palakkad,train,595,21.78,1028.6
Mira-Bhayandar,Palakkad,flight,3814,1.33,1028.6
Mira-Bhayandar,Unnao,flight,3937,2.0,1122.8
Mira-Bhayandar,Bilaspur,flight,3645,1.32,1014.6
Thiruvananthapuram,Mumbai,flight,4867,2.35,1252.3
Thiruvananthapuram,Delhi,flight,8284,4.61,2244.0
Thiruvananthapuram,Bengaluru,train,290,8.51,499.7
Thiruvananthapuram,Kolkata,flight,7091,3.58,1982.2
Thiruvananthapuram,Chennai,train,346,8.6,624.1
Thiruvananthapuram,Chennai,flight,2668,0.86,624.1
Thiruvananthapuram,Hyderabad,flight,3498,2.21,999.5
Thiruvananthapuram,Pune,train,569,25.01,1160.2
Thiruvananthapuram,Pune,flight,4312,2.48,1160.2
Thiruvananthapuram,Ahmedabad,flight,6167,2.45,1678.0
Thiruvananthapuram,Jaipur,flight,7656,4.3,2048.3
Thiruvananthapuram,Surat,flight,5520,3.17,1473.5
Thiruvananthapuram,Lucknow,flight,7594,2.83,2080.7
Thiruvananthapuram,Kanpur,flight,7328,3.1,2025.2
Thiruvananthapuram,Nagpur,flight,5806,2.72,1422.3
Thiruvananthapuram,Indore,flight,6341,2.53,1582.7
Thiruvananthapuram,Thane,flight,4322,1.66,1263.3
Thiruvananthapuram,Bhopal,flight,6145,3.05,1639.3
Thiruvananthapuram,Visakhapatnam,flight,4251,1.69,1224.6
Thiruvananthapuram,Pimpri-Chinchwad,flight,4937,1.97,1173.6
Thiruvananthapuram,Patna,flight,6502,2.98,2087.0
Thiruvananthapuram,Vadodara,flight,5416,2.44,1584.3
Thiruvananthapuram,Ghaziabad,train,1089,38.87,2240.7
Thiruvananthapuram,Ghaziabad,flight,8323,3.21,2240.7
Thiruvananthapuram,Ludhiana,flight,8033,4.45,2490.7
Thiruvananthapuram,Agra,flight,7571,4.49,2077.1
Thiruvananthapuram,Nashik,flight,5411,1.76,1319.9
Thiruvananthapuram,Faridabad,flight,7423,3.74,2211.4
Thiruvananthapuram,Meerut,flight,8235,3.26,2276.5
Thiruvananthapuram,Rajkot,flight,5828,2.5,1666.6
Thiruvananthapuram,Kalyan,flight,4596,1.6,1260.0
Thiruvananthapuram,Vasai-Virar,train,749,21.59,1286.4
Thiruvananthapuram,Varanasi,flight,6151,3.19,1973.7
Thiruvananthapuram,Srinagar,flight,8800,4.17,2850.5
Thiruvananthapuram,Dhanbad,flight,6713,3.63,1975.8
Thiruvananthapuram,Jodhpur,flight,6538,2.95,2012.6
Thiruvananthapuram,Amritsar,flight,8506,5.13,2578.6
Thiruvananthapuram,Nanded,train,687,14.5,1182.7
Thiruvananthapuram,Gwalior,flight,7176,2.76,1971.9
Thiruvananthapuram,Kolhapur,train,506,11.84,955.3
Thiruvananthapuram,Kolhapur,flight,3499,1.62,955.3
Thiruvananthapuram,Bhubaneswar,flight,5309,3.3,1620.4
Thiruvananthapuram,Solapur,train,603,16.29,1021.9
Thiruvananthapuram,Mangalore,train,325,8.17,538.5
Thiruvananthapuram,Tiruchirappalli,train,192,4.71,317.9
Thiruvananthapuram,Tiruchirappalli,flight,1598,0.45,317.9
Thiruvananthapuram,BiharSharif,flight,7793,3.08,2065.1
Thiruvananthapuram,Aligarh,flight,7234,3.08,2157.6
Thiruvananthapuram,Tirunelveli,train,104,1.41,92.5
Thiruvananthapuram,Bhiwandi,flight,4821,1.77,1267.1
Thiruvananthapuram,Saharanpur,flight,8341,4.62,2384.9
Thiruvananthapuram,Gorakhpur,flight,7200,3.56,2138.2
Thiruvananthapuram,Jalandhar,flight,7590,3.23,2539.4
Thiruvananthapuram,Jamshedpur,flight,6726,2.95,1870.6
Thiruvananthapuram,Salem,train,237,7.86,373.4
Thiruvananthapuram,Salem,flight,1817,0.56,373.4
Thiruvananthapuram,Warangal,train,625,15.61,1088.8
Thiruvananthapuram,Mira-Bhayandar,flight,4863,2.51,1274.3
Thiruvananthapuram,Bhilai,train,776,28.89,1488.6
Thiruvananthapuram,Ujjain,flight,6121,2.53,1634.2
Thiruvananthapuram,Durgapur,flight,7106,3.95,2000.3
Thiruvananthapuram,Asansol,flight,6658,2.85,1994.7
Thiruvananthapuram,Rourkela,flight,5866,3.78,1746.1
Thiruvananthapuram,Nellore,train,383,8.22,737.2
Thiruvananthapuram,Nellore,flight,3237,1.27,737.2
Thiruvananthapuram,Dehradun,flight,8216,4.99,2425.9
Thiruvananthapuram,Davanagere,train,402,13.81,669.7
Thiruvananthapuram,Davanagere,flight,2750,0.93,669.7
Thiruvananthapuram,Kozhikode,train,215,3.92,329.4
Thiruvananthapuram,Akola,flight,4754,2.07,1354.0
Thiruvananthapuram,Kurnool,flight,3567,1.05,820.9
Thiruvananthapuram,Nizamabad,flight,4669,1.68,1135.3
Thiruvananthapuram,Guntur,flight,3697,1.98,945.0
Thiruvananthapuram,Amravati,flight,4475,2.13,1382.9
Thiruvananthapuram,Kakinada,train,572,13.09,1103.2
Thiruvananthapuram,Kakinada,flight,4208,1.83,1103.2
Thiruvananthapuram,Tirupati,train,330,9.46,628.9
Thiruvananthapuram,Puri,flight,5240,2.78,1578.5
Thiruvananthapuram,Shimoga,train,350,8.46,619.3
Thiruvananthapuram,Ongole,flight,3686,1.72,846.9
Thiruvananthapuram,Bathinda,flight,7794,5.23,2420.4
Thiruvananthapuram,Darbhanga,flight,6702,3.2,2176.5
Thiruvananthapuram,Satara,flight,3659,1.79,1066.7
Thiruvananthapuram,Proddatur,train,394,8.71,714.2
Thiruvananthapuram,Kollam,train,79,0.91,54.2
Thiruvananthapuram,Ambala,flight,9194,5.28,2430.1
Thiruvananthapuram,Siliguri,flight,7918,5.19,2356.9
Thiruvananthapuram,Rohtak,flight,8616,2.94,2265.5
Thiruvananthapuram,Etawah,flight,6946,3.41,2042.4
Thiruvananthapuram,Orai,flight,6126,2.72,1960.4
Thiruvananthapuram,Haldwani,flight,7131,4.17,2316.8
Thiruvananthapuram,Muzaffarpur,train,1080,34.56,2150.7
Thiruvananthapuram,Ramagundam,train,651,16.61,1174.4
Thiruvananthapuram,Ramagundam,flight,4169,2.41,1174.4
Thiruvananthapuram,Baripada,flight,6381,3.62,1822.2
Thiruvananthapuram,Tezpur,flight,9603,4.01,2618.3
Thiruvananthapuram,Korba,flight,5708,2.23,1658.9
Thiruvananthapuram,Nagapattinam,train,253,8.77,404.8
Thiruvananthapuram,Mahbubnagar,train,531,13.11,920.8
Thiruvananthapuram,Mahbubnagar,flight,3922,1.61,920.8
Thiruvananthapuram,Buxar,flight,6826,3.29,2043.6
Thiruvananthapuram,Sagar,flight,5815,2.99,1713.7
Thiruvananthapuram,Chittoor,train,332,10.25,572.8
Thiruvananthapuram,Arrah,flight,7815,3.59,2063.4
Thiruvananthapuram,Bharuch,train,875,32.37,1524.6
Thiruvananthapuram,Bharuch,flight,6174,3.38,1524.6
Thiruvananthapuram,Balasore,flight,6088,3.64,1795.8
Thiruvananthapuram,Jalgaon,flight,5143,3.01,1395.9
Thiruvananthapuram,Palakkad,train,170,5.01,253.5
Thiruvananthapuram,Unnao,flight,6542,3.56,2037.6
Thiruvananthapuram,Bilaspur,flight,5989,2.42,1606.7
Bhilai,Mumbai,train,550,10.26,923.1
Bhilai,Mumbai,flight,3529,1.32,923.1
Bhilai,Delhi,train,552,10.51,942.2
Bhilai,Bengaluru,train,528,13.17,1000.6
Bhilai,Bengaluru,flight,3874,1.33,1000.6
Bhilai,Kolkata,train,437,15.5,731.7
Bhilai,Chennai,flight,3214,1.27,910.0
Bhilai,Hyderabad,train,298,6.27,523.9
Bhilai,Hyderabad,flight,2257,0.71,523.9
Bhilai,Pune,train,466,10.86,845.7
Bhilai,Pune,flight,3081,1.32,845.7
Bhilai,Ahmedabad,train,481,13.37,934.8
Bhilai,Ahmedabad,flight,3632,1.4,934.8
Bhilai,Jaipur,train,456,10.9,855.8
Bhilai,Jaipur,flight,3234,1.23,855.8
Bhilai,Surat,flight,3780,1.72,891.4
Bhilai,Lucknow,train,332,11.67,630.8
Bhilai,Kanpur,train,322,8.75,595.3
Bhilai,Nagpur,train,168,3.45,242.8
Bhilai,Indore,train,335,12.21,599.2
Bhilai,Thane,train,481,10.95,908.7
Bhilai,Bhopal,train,301,6.71,473.1
Bhilai,Visakhapatnam,train,272,7.57,432.5
Bhilai,Pimpri-Chinchwad,flight,3283,1.83,846.9
Bhilai,Patna,train,377,6.89,618.7
Bhilai,Vadodara,flight,3177,1.44,860.8
Bhilai,Ghaziabad,flight,3651,1.25,922.9
Bhilai,Ludhiana,flight,4377,2.2,1214.2
Bhilai,Agra,train,420,14.89,750.5
Bhilai,Nashik,flight,3414,1.33,806.1
Bhilai,Faridabad,train,541,16.5,903.3
Bhilai,Faridabad,flight,3559,1.68,903.3
Bhilai,Meerut,train,538,16.35,944.0
Bhilai,Meerut,flight,4098,1.53,944.0
Bhilai,Rajkot,train,599,17.99,1104.3
Bhilai,Rajkot,flight,3716,2.4,1104.3
Bhilai,Kalyan,train,464,11.56,892.7
Bhilai,Vasai-Virar,train,487,10.9,917.8
Bhilai,Vasai-Virar,flight,3678,1.28,917.8
Bhilai,Varanasi,train,274,6.89,485.2
Bhilai,Srinagar,flight,5539,2.86,1574.3
Bhilai,Dhanbad,train,332,12.04,589.7
Bhilai,Jodhpur,train,557,17.96,1022.9
Bhilai,Amritsar,flight,4423,2.31,1331.4
Bhilai,Nanded,train,290,7.25,485.0
Bhilai,Nanded,flight,2424,0.95,485.0
Bhilai,Gwalior,train,360,9.5,649.3
Bhilai,Kolhapur,train,488,13.07,905.3
Bhilai,Kolhapur,flight,3520,1.61,905.3
Bhilai,Bhubaneswar,train,257,6.44,467.7
Bhilai,Solapur,train,396,13.93,699.6
Bhilai,Mangalore,train,636,19.84,1155.1
Bhilai,Mangalore,flight,4205,1.53,1155.1
Bhilai,Tiruchirappalli,flight,4809,1.93,1192.5
Bhilai,BiharSharif,train,387,7.1,610.9
Bhilai,Aligarh,train,418,11.37,818.6
Bhilai,Tirunelveli,flight,5396,2.19,1442.2
Bhilai,Bhiwandi,train,514,19.23,898.5
Bhilai,Saharanpur,flight,4157,1.76,1050.1
Bhilai,Gorakhpur,train,366,13.17,650.0
Bhilai,Gorakhpur,flight,2745,1.17,650.0
Bhilai,Jalandhar,flight,5262,2.02,1268.5
Bhilai,Jamshedpur,train,305,6.26,523.8
Bhilai,Salem,flight,4175,1.45,1115.6
Bhilai,Warangal,train,244,5.03,406.6
Bhilai,Warangal,flight,2020,0.81,406.6
Bhilai,Mira-Bhayandar,flight,4013,1.39,919.5
Bhilai,Thiruvananthapuram,flight,5153,3.08,1488.6
Bhilai,Ujjain,train,374,13.02,621.7
Bhilai,Ujjain,flight,2954,1.27,621.7
Bhilai,Durgapur,train,381,7.82,657.9
Bhilai,Asansol,train,385,11.56,631.9
Bhilai,Asansol,flight,2581,0.84,631.9
Bhilai,Rourkela,train,223,6.47,373.1
Bhilai,Nellore,train,464,9.93,765.8
Bhilai,Nellore,flight,3079,1.37,765.8
Bhilai,Dehradun,train,625,15.67,1070.0
Bhilai,Davanagere,train,573,18.39,948.1
Bhilai,Kozhikode,flight,4574,1.84,1257.9
Bhilai,Akola,train,286,7.28,462.5
Bhilai,Kurnool,train,359,11.85,695.3
Bhilai,Nizamabad,train,283,6.7,447.2
Bhilai,Nizamabad,flight,2407,0.78,447.2
Bhilai,Guntur,train,294,8.72,553.1
Bhilai,Amravati,train,245,8.0,381.0
Bhilai,Amravati,flight,2126,0.83,381.0
Bhilai,Kakinada,train,272,7.03,475.1
Bhilai,Tirupati,flight,3714,1.66,867.5
Bhilai,Puri,train,263,6.2,483.3
Bhilai,Shimoga,flight,4203,1.4,1018.5
Bhilai,Ongole,train,398,11.1,648.8
Bhilai,Ongole,flight,2685,1.12,648.8
Bhilai,Bathinda,train,694,16.92,1194.3
Bhilai,Bathinda,flight,4623,1.57,1194.3
Bhilai,Darbhanga,train,407,10.14,714.7
Bhilai,Satara,flight,3503,1.54,871.8
Bhilai,Proddatur,train,444,12.25,778.2
Bhilai,Kollam,train,732,18.41,1461.6
Bhilai,Kollam,flight,5893,3.22,1461.6
Bhilai,Ambala,flight,4666,2.27,1122.4
Bhilai,Siliguri,flight,3542,1.48,938.8
Bhilai,Rohtak,train,529,20.53,984.5
Bhilai,Etawah,train,414,8.03,668.6
Bhilai,Etawah,flight,3178,1.38,668.6
Bhilai,Orai,train,328,7.92,570.2
Bhilai,Haldwani,flight,3323,1.46,913.1
Bhilai,Muzaffarpur,train,366,10.07,680.4
Bhilai,Ramagundam,train,223,6.47,332.3
Bhilai,Ramagundam,flight,1861,0.7,332.3
Bhilai,Baripada,train,314,8.63,555.8
Bhilai,Tezpur,flight,4596,1.94,1304.0
Bhilai,Korba,train,141,3.08,188.2
Bhilai,Nagapattinam,flight,4436,1.73,1170.9
Bhilai,Mahbubnagar,train,355,8.88,613.1
Bhilai,Mahbubnagar,flight,2862,0.97,613.1
Bhilai,Buxar,train,329,6.95,561.0
Bhilai,Sagar,train,269,7.85,403.8
Bhilai,Chittoor,train,475,10.72,920.5
Bhilai,Arrah,train,327,8.03,587.5
Bhilai,Bharuch,flight,3649,1.27,872.5
Bhilai,Balasore,train,350,7.34,570.8
Bhilai,Jalgaon,train,320,7.74,609.0
Bhilai,Palakkad,flight,4916,2.32,1264.2
Bhilai,Unnao,flight,2962,0.88,602.1
Bhilai,Bilaspur,train,109,2.05,123.0
Ujjain,Mumbai,train,355,6.58,546.8
Ujjain,Delhi,train,345,9.04,628.3
Ujjain,Delhi,flight,2939,0.98,628.3
Ujjain,Bengaluru,train,641,20.58,1151.0
Ujjain,Bengaluru,flight,4660,1.86,1151.0
